,train,val,test
0,2460239-B2,2469047-B2,25025096B2
1,2460242-B2,25025960B2,25023573B
2,2460399-B2,2477299-B2,25015204B2
3,2460404-B3,25027135B3,2477274-B3
4,2460591-B2,2486845-B2,2465243-B2
5,2460602-B,25021973B2,25014160B2
6,2460628-B2,25019716B2,25009148B3
7,2460641-B2,2462170-B4,2461718-B3
8,2460643-B,2488320-B3,2474189-B7
9,2460770-B2,2471884-B2,25026291B2
10,2460949-B3,2466703-B4,25023016B6
11,2460960-B,2464690-B2,25002073B3
12,2460974-B2,2462920-B3,2475126-B2
13,2461002-B2,2465661-B2,25002496B2
14,2461487-B2,25015863B2,25015064B
15,2461671-B2,25017242B2,2468698-B2
16,2461672-B2,2488932-B4,25013023B2
17,2461677-B2,25025567B3,25019773B3
18,2461698-B,25017539B3,2490972B8
19,2461700-B2,25013189B2,2486262-B4
20,2461836-B2,25017716B2,2462478-B2
21,2462293-B3,2486812-B2,2473621-B3
22,2462598-B,2487146-B2,25026254B2
23,2462614-B3,25014311B2,2472453-B2
24,2462637-B2,2473608-B2,2469963-B2
25,2462830-B2,2486165-B2,2473545-B3
26,2462840-B5,25026103B3,2477058-B2
27,2462885-B2,2462987-B2,25021171B2
28,2463126-B2,25022330B2,2468450-B2
29,2463127-B3,2482957-B2,2484791-B3
30,2463135-B,2472465-B2,2469927-B2
31,2463187-B2,25017383B2,25020291B2
32,2463351-B4,25017354B5,2477577-B3
33,2463370-B2,2477541-B2,25019107B
34,2463404-B2,2482947-B2,25017322B2
35,2463643-B,25012785B2,25019102B4
36,2464404-B5,25017515B2,25002804B2
37,2464438-B5,25015425B2,25023869B4
38,2464443-B,25021658B3,2477118-B3
39,2464548-B,25022262B2,2471442-B3
40,2464812-B3,25017341B4,25017211B2
41,2464817-B,2468796-B3,2487246-B2
42,2464879-B2,2484734-B4,2488806-B2
43,2464929-B,25025245B2,2471921-B2
44,2464943-B2,25002388B2,25017338B3
45,2465202-B3,2462483-B,25025251B
46,2465263-B2,2491226B2,2490844B1
47,2465339-B2,25015101B2,25021668B2
48,2465367-B3,2477473-B2,2487896-B2
49,2465396-B2,2484727-B2,25002366B6
50,2465568-B2,2463720-B7,2469515-B2
51,2465608-B2,25002328B2,25019457B2
52,2465625-B,2462921-B,2477476-B2
53,2465636-B,25020573B3,2475349-B2
54,2465643-B3,25025575B2,25017589B6
55,2465795-B4,25012919B9,2466884-B2
56,2465827-B5,25017738B2,2461861-B2
57,2465843-B2,25024855B3,2462830-B4
58,2465989-B2,2486833-B2,25017767B2
59,2466264-B2,25019776B2,25025109B2
60,2466285-B,2483868-B4,25020717B2
61,2466580-B5,2487274-B2,25021901B2
62,2466581-B1,2488916-B2,25025510B3
63,2466581-B2,25021554B2,2488039-B2
64,2466584-B,25024302B4,2472509-B4
65,2466718-B,25023977B2,25019468B2
66,2466866-B,25023814B,2489182-B2
67,2466891-B2,2466923-B2,2462123-B2
