,train,val,test
0,2460405-B2,2462885-B2,25023930B2
1,2460591-B2,25015870B3,25017354B5
2,2460641-B2,25019376B2,2469505-B2
3,2460753-B2,2482607-B,2473534-B2
4,2460770-B2,2490963B2,2488477-B2
5,2460949-B3,25016829B2,25001929B3
6,2460960-B,2491226B2,2483868-B4
7,2460974-B2,25013465B2,25025297B
8,2461002-B2,2490978B2,25018457B2
9,2461677-B2,25024982B2,2469515-B2
10,2461703-B3,2466881-B2,2490860B2
11,2461718-B3,2486191-B,25002504B2
12,2461857-B2,25021419B1,2483846-B
13,2461861-B2,25024302B4,25002328B2
14,2462293-B3,25027135B3,25016785B2
15,2462478-B2,2485328-B2,25012760B2
16,2462483-B,2474140-B3,2482952-B2
17,2462598-B,2469963-B2,25012628B2
18,2462614-B3,2474718-B4,25017748B2
19,2462637-B2,2468105-B2,2486197-B2
20,2462830-B2,2464943-B2,25017518B2
21,2462830-B4,25017322B2,2471452-B2
22,2462840-B5,25015495B3,2468954-B2
23,2463126-B2,25014124B2,25019468B2
24,2463135-B,25002801B1,25019621B2
25,2463187-B2,25002329B2,25023687B2
26,2463351-B4,2463379-B4,25025109B2
27,2463370-B2,25025245B2,2488475-B2
28,2463643-B,2471442-B3,2477299-B2
29,2463656-B2,25014311B2,25021894B2
30,2463720-B7,2466581-B1,2466884-B2
31,2464404-B5,25013878B2,2466285-B
32,2464443-B,25017539B2,2461700-B2
33,2464548-B,25014265B2,25002366B6
34,2464690-B2,25015422B,2485805-B
35,2464817-B,25018592B,2468720-B2
36,2464929-B,25014318B,25018571B2
37,2465263-B2,2488320-B3,2491560B2
38,2465367-B3,25019284B2,2482896-B2
39,2465396-B2,25002391B2,2487246-B2
40,2465397-B,2472316-B7,2477941-B2
41,2465568-B2,2485059-B2,2465608-B2
42,2465625-B,2482947-B2,25015863B2
43,2465636-B,2472471-B2,2460628-B2
44,2465643-B3,2482886-B2,25017320B2
45,2465661-B2,2472509-B6,25021197B2
46,2465795-B4,2473212-B4,25026075B2
47,2465827-B5,2460643-B,2477473-B2
48,2465843-B2,25016926B2,2468796-B3
49,2465989-B2,25019773B3,2487143-B
50,2466152-B2,2476358-B2,2465243-B2
51,2466159-B2,25002073B3,25017589B6
52,2466264-B2,2462920-B3,25017242B2
53,2466580-B5,2482483-B2,2477189-B3
54,2466581-B2,2468442-B2,2465202-B3
55,2466891-B2,2482962-B2,25009148B3
56,2466898-B2,25020714B2,2460602-B
57,2466899-B2,2460399-B2,2484734-B4
58,2466923-B2,2473621-B3,2469023-B4
59,2468321-B2,25014226B2,2476681-B2
60,2468325-B,25023934B2,2491191B3
61,2468417-B2,25018002B2,2464812-B3
62,2468419-B2,25002897B2,2484463-B2
63,2468419-B3,2490964B2,2463647-B2
64,2468450-B2,25019508B4,2471884-B2
65,2468673-B2,2485303-B2,25024983B2
66,2468698-B2,2483220-B1,25021662B2
67,2469005-B2,25015622B2,2470647-B2
68,2469019-B2,2463404-B2,2486104-B1
69,2469024-B,2484883-B2,2487237-B2
70,2469029-B2,2481703-B2,25015425B2
71,2469047-B2,25026081B2,2491275B2
72,2469072-B2,2491131B2,25021554B2
73,2469074-B2,25024732B2,25012148B4
74,2469110-B3,2462123-B2,25017767B2
75,2469230-B,2469004-B2,2460404-B3
76,2469256-B2,25015103B2,25015234B2
77,2469260-B3,25023573B,2464438-B5
78,2469496-B,2472509-B4,2474189-B7
79,2469569-B2,2483055-B2,2471921-B2
80,2469661-B,2481696-B4,2476750-B
81,2469693-B,2461487-B2,2469033-B2
82,2469849-B2,2460242-B2,2487935-B2
83,2469927-B2,2473545-B2,2461698-B
84,2469965-B2,2462987-B2,2488065-B3
85,2469969-B2,2475349-B2,2460239-B2
86,2470270-B2,25021260B2,2466584-B
87,2470405-B2,2462921-B,25022038B2
88,2470657-B3,2487388-B2,2465339-B2
89,2471072-B2,2473394-B2,25018453B2
90,2471237-B2,25016915B2,25025240B
91,2471595-B3,2466703-B4,2488916-B2
92,2471885-B2,2462290-B2,25002907B3
93,2471887-B,25021474B,2477118-B3
94,2471957-B,2466718-B,2469007-B2
95,2471959-B2,2471618-B3,2475159-B
96,2471963-B,2474638-B3,2489137-B4
97,2472453-B2,25012170B4,2469023-B2
98,2472465-B2,2469916-B2,2486859-B2
99,2472481-B2,2473272-B3,2485318-B2
100,2472500-B2,25009529B2,25017211B2
101,2472505-B,2488039-B2,2474188-B2
102,2473218-B2,2466893-B2,2461671-B2
103,2473218-B3,25015408B3,2474704-B2
104,2473228-B2,2461836-B2,2488044-B3
105,2473266-B,2486845-B2,2477274-B3
106,2473366-B2,2461755-B3,2476252-B2
107,2473545-B3,2488932-B4,25021918B4
108,2473549-B,2484228-B,25019384B2
109,2473600-B3,2488369-B2,25019716B2
110,2473608-B2,2476376-B2,25019621B4
111,2473623-B2,25016772B2,2489331-B2
112,2473738-B3,2463127-B3,2477189-B2
113,2474124-B2,25024855B3,25019457B2
114,2474291-B2,2470260-B,25025251B
115,2474337-B3,25023016B6,2464879-B2
116,2474500-B2,25009294B2,25017073B2
117,2474612-B2,25016801B2,25021291B2
118,2474626-B2,25025788B2,2488769-B2
