,train,val,test
0,2460239-B2,2474337-B3,25009367B2
1,2460242-B2,2477941-B2,2488932-B4
2,2460399-B2,25002238B,25025953B2
3,2460405-B2,2488044-B2,2485059-B2
4,2460591-B2,2484771-B3,2471452-B2
5,2460641-B2,25022406B2,25020717B2
6,2460643-B,25025509B2,2477577-B3
7,2460753-B2,25015190B2,25017948B3
8,2460770-B2,2486812-B2,2483055-B2
9,2461002-B2,2487558-B2,2469019-B2
10,2461487-B2,2469256-B2,25009124B2
11,2461672-B2,2485275-B2,25024709B2
12,2461700-B2,25015204B2,25012919B8
13,2461703-B3,25016915B2,2469916-B2
14,2461718-B3,2488039-B2,25024983B2
15,2461857-B2,2470657-B3,25002744B2
16,2461861-B2,2466881-B2,25020257B2
17,2462123-B2,25025510B1,2486653-B2
18,2462170-B4,2469693-B,2487664-B2
19,2462290-B2,2488769-B2,25021894B3
20,2462478-B2,2484463-B2,2491191B2
21,2462598-B,2477473-B2,25002472B2
22,2462614-B3,2482056-B9,25017211B2
23,2462830-B2,2472316-B7,2473212-B4
24,2462830-B4,25021894B2,25017372B2
25,2462840-B5,2485318-B2,2464443-B
26,2462920-B3,25025602B2,25003038B2
27,2462921-B,2462885-B2,2482055-B2
28,2463126-B2,25024431B,2484220-B3
29,2463127-B3,2487146-B2,25026081B2
30,2463135-B,25015625B2,25025109B2
31,2463187-B2,2476358-B2,25015622B2
32,2463370-B2,2466718-B,25026798B2
33,2463379-B4,2486813-B2,2462293-B3
34,2463404-B2,25025102B2,2490978B2
35,2463647-B2,25023869B4,2460949-B3
36,2463720-B7,25016801B2,25026254B2
37,2464404-B5,2490526B3,2466159-B2
38,2464438-B5,25020291B2,25013062B3
39,2464690-B2,2490844B1,25017355B1
40,2464879-B2,25019457B2,2488806-B2
41,2464929-B,2463656-B2,25014217B3
42,2464943-B2,25025245B2,25019806B2
43,2465202-B3,2477274-B3,25021260B2
44,2465243-B2,2490972B8,2485803-B2
45,2465263-B2,25014311B2,2466884-B2
46,2465339-B2,25013023B2,25017716B2
47,2465367-B3,25019352B2,25023687B2
48,2465397-B,2461671-B2,2482956-B
49,2465568-B2,25019508B4,2486191-B
50,2465608-B2,2474626-B2,25002504B2
51,2465625-B,2461698-B,2487376-B2
52,2465636-B,25020282B2,25018910B2
53,2465639-B2,25009747B,2465643-B3
54,2465827-B5,2474718-B4,2487935-B2
55,2465843-B2,2466898-B2,2486100-B
56,2466264-B2,25019107B,2464548-B
57,2466285-B,2474704-B2,25017218B3
58,2466580-B5,2469005-B2,25015070B2
59,2466581-B1,2466899-B2,2461755-B3
60,2466581-B2,25023977B2,2484312-B2
61,2466584-B,2469505-B2,25021973B2
62,2466703-B4,2460628-B2,2483014-B4
63,2466866-B,2466152-B2,2474638-B3
64,2466893-B2,2473549-B,25025575B2
65,2466923-B2,25020760B3,25013465B2
66,2468321-B2,25001939B2,2481696-B4
67,2468325-B,25015607B2,2469007-B2
68,2468417-B2,2483768-B4,2464812-B3
69,2468419-B2,2487651-B,2477668-B3
70,2468419-B3,2486859-B2,25012485B2
71,2468442-B2,25009294B2,25015488B2
72,2468450-B2,25014318B,25025788B2
73,2468673-B2,2486687-B3,2471959-B2
74,2468698-B2,2469927-B2,25012170B4
75,2468720-B2,2462483-B,2463643-B
76,2468796-B3,2487896-B2,25017738B2
77,2468954-B2,2482886-B2,2482964-B2
78,2469004-B2,2477058-B2,2484734-B4
79,2469023-B4,25018050B2,2465795-B4
80,2469024-B,2473545-B2,25015425B2
81,2469029-B2,2477809-B3,2472481-B2
82,2469033-B2,25015811B4,25021662B2
83,2469047-B2,2465661-B2,25002328B2
84,2469074-B2,25019102B4,2474140-B3
85,2469110-B3,2468105-B2,2485322-B2
86,2469230-B,2470405-B2,2476834-B3
