,train,val,test
0,2460641-B2,2464690-B2,2469024-B
1,2460753-B2,2486653-B2,25013878B2
2,2460770-B2,25001965B2,2484228-B
3,2460960-B,2469023-B4,2476984-B2
4,2461002-B2,25024431B,2461677-B2
5,2461698-B,2486104-B1,25024855B3
6,2461700-B2,2490978B2,25023934B2
7,2461703-B3,2486191-B,25025575B2
8,2461718-B3,25024709B2,25021894B3
9,2461755-B3,2485275-B2,2474718-B4
10,2461857-B2,2461487-B2,2465843-B2
11,2462170-B4,2469019-B2,2465643-B3
12,2462290-B2,2463351-B4,2473366-B2
13,2462478-B2,2481703-B2,2460949-B3
14,2462483-B,2477189-B3,25014265B2
15,2462598-B,2486859-B2,25002898B2
16,2462614-B3,25018584B,25026798B2
17,2462637-B2,2468720-B2,25020291B2
18,2462830-B2,2465795-B4,2460404-B3
19,2462830-B4,2469916-B2,2488806-B2
20,2462840-B5,2465989-B2,2460974-B2
21,2462921-B,2464943-B2,2465263-B2
22,2462987-B2,2462920-B3,2461836-B2
23,2463126-B2,2482055-B2,2460602-B
24,2463187-B2,25015495B4,2476983-B
25,2463370-B2,2487664-B2,25017354B5
26,2463404-B2,2465568-B2,2466264-B2
27,2463647-B2,25020282B2,2476856-B2
28,2463656-B2,25023184B2,25012153B2
29,2464404-B5,25022354B2,2489131-B3
30,2464443-B,25024688B2,2463720-B7
31,2464812-B3,2465339-B2,2466580-B5
32,2464817-B,2474704-B2,25024302B4
33,2464929-B,2476834-B3,25017320B2
34,2465202-B3,2482947-B2,25015870B3
35,2465243-B2,25024732B2,25012170B4
36,2465396-B2,2469005-B2,2482886-B2
37,2465397-B,2485322-B2,2474291-B2
38,2465608-B2,25002907B3,25014311B2
39,2465636-B,2466881-B2,25009294B2
40,2465639-B2,2487143-B,2484734-B5
41,2465661-B2,2460239-B2,25019790B2
42,2465827-B5,25017322B2,25013871B6
43,2466152-B2,2483993-B2,25021658B3
44,2466159-B2,25026291B2,2482956-B
45,2466581-B1,2476681-B2,25016088B2
46,2466703-B4,2470405-B2,2460643-B
47,2466718-B,2468442-B2,2460242-B2
48,2466866-B,25018457B2,2466893-B2
49,2466891-B2,2477299-B2,25017227B2
50,2466923-B2,2469007-B2,2473228-B2
51,2468321-B2,25015064B,2487935-B2
52,2468325-B,2469505-B2,25017218B3
53,2468419-B3,2487246-B2,25025788B2
54,2468450-B2,2461672-B2,25017518B2
55,2468673-B2,2471452-B2,2483220-B1
56,2468698-B2,25021538B2,2471921-B2
57,2468796-B3,25019081B3,25016905B4
58,2468954-B2,2487388-B2,25025298B2
59,2469004-B2,25009539B3,25013062B3
60,2469047-B2,25020573B3,2460591-B2
61,2469072-B2,2486100-B,2461861-B2
62,2469074-B2,2487651-B,2463643-B
63,2469230-B,25002391B2,2469029-B2
64,2469256-B2,2462293-B3,2471072-B2
65,2469260-B3,2472509-B4,25021901B2
66,2469496-B,2466884-B2,2484727-B2
67,2469515-B2,25026103B3,2477039-B
68,2469569-B2,25018050B2,2464879-B2
69,2469661-B,2484209-B2,25022330B2
70,2469693-B,25025109B2,2469023-B2
71,2469849-B2,2473608-B2,2463127-B3
72,2469927-B2,2470657-B3,2477695-B2
73,2469963-B2,2474901-B,25020257B2
74,2469965-B2,25017341B4,25020263B2
75,2469969-B2,25012253B3,25015607B2
76,2470260-B,2483862-B2,25013352B2
77,2470270-B2,25024142B2,2464548-B
78,2470647-B2,2485303-B2,2474612-B2
79,2471237-B2,25021554B2,2482461-B2
80,2471442-B3,2486833-B2,25025510B3
81,2471595-B3,2465367-B3,2485803-B2
82,2471618-B3,2485328-B2,25021622B4
83,2471887-B,2477058-B2,2477541-B2
84,2471957-B,25014160B2,25014217B3
85,2471963-B,25023869B4,25023687B2
86,2472316-B7,2486812-B2,2476242-B2
87,2472453-B2,2490964B2,25018002B2
88,2472471-B2,2466581-B2,2471884-B2
89,2472481-B2,25002788B2,25024982B2
90,2472500-B2,25012785B2,2465625-B
91,2472505-B,25017242B2,2469110-B3
92,2472509-B6,2468105-B2,2490750B4
93,2473212-B4,25015101B2,25019806B2
94,2473218-B2,2468419-B2,2460628-B2
95,2473218-B3,25024698B4,2482056-B4
96,2473266-B,2486165-B2,2488330-B2
97,2473394-B2,25016772B2,25019102B4
98,2473534-B2,25025567B3,2466285-B
99,2473545-B2,25009578B4,2477118-B4
100,2473545-B3,25016926B2,2460399-B2
101,2473549-B,25025096B2,2471885-B2
102,2473600-B3,2463379-B4,25021667B2
103,2473621-B3,25015811B4,2473623-B2
104,2473738-B3,25016785B2,2468417-B2
105,2474124-B2,25002789B2,2464438-B5
